SITC;PRODUCT DESCRIPTION;YEAR;IMPORT (RM);;
74380;PARTS FOR THE PUMPS, COMPRESSORS, FANS AND HOODS OF SUBGROUPS 743.1 AND 743.4;2016;859700980;;
74380;PARTS FOR THE PUMPS, COMPRESSORS, FANS AND HOODS OF SUBGROUPS 743.1 AND 743.4;2017;1109894351;;
74380;PARTS FOR THE PUMPS, COMPRESSORS, FANS AND HOODS OF SUBGROUPS 743.1 AND 743.4;2018;564394327;;
74380;PARTS FOR THE PUMPS, COMPRESSORS, FANS AND HOODS OF SUBGROUPS 743.1 AND 743.4;2019;589283473;;
74391;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6. OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS);2015;54903858;;
74391;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6. OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS);2016;28040808;;
74391;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6. OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS);2017;43376724;;
74391;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6. OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS);2018;72836022;;
74391;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6. OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS);2019;53863210;;
74395;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6, OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS). OF FILTERING OR PURIFYING MACHINERY AND APPARATUS;2015;597080290;;
74395;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6, OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS). OF FILTERING OR PURIFYING MACHINERY AND APPARATUS;2016;810739577;;
74395;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6, OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS). OF FILTERING OR PURIFYING MACHINERY AND APPARATUS;2017;918670929;;
74395;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6, OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS). OF FILTERING OR PURIFYING MACHINERY AND APPARATUS;2018;759889679;;
74395;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6, OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS). OF FILTERING OR PURIFYING MACHINERY AND APPARATUS;2019;847095011;;
74411;SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR, FITTED WITH LIFTING OR HANDLING EQUIPMENT;2015;135800481;;
74411;SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR, FITTED WITH LIFTING OR HANDLING EQUIPMENT;2016;195565082;;
74411;SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR, FITTED WITH LIFTING OR HANDLING EQUIPMENT;2017;186999058;;
74411;SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR, FITTED WITH LIFTING OR HANDLING EQUIPMENT;2018;208021483;;
74411;SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR, FITTED WITH LIFTING OR HANDLING EQUIPMENT;2019;206092655;;
74412;OTHER SELF-PROPELLED TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2015;348810396;;
74412;OTHER SELF-PROPELLED TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2016;337596581;;
74412;OTHER SELF-PROPELLED TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2017;372259405;;
74412;OTHER SELF-PROPELLED TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2018;453909832;;
74412;OTHER SELF-PROPELLED TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2019;355423117;;
74413;OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2015;101492803;;
74413;OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2016;76426364;;
74413;OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2017;84591517;;
74413;OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2018;61580381;;
74413;OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2019;58764676;;
74414;WORKS TRUCKS, ELECTRICAL, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT;2015;5160153;;
74414;WORKS TRUCKS, ELECTRICAL, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT;2016;3707746;;
74414;WORKS TRUCKS, ELECTRICAL, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT;2017;4756247;;
74414;WORKS TRUCKS, ELECTRICAL, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT;2018;4903778;;
74414;WORKS TRUCKS, ELECTRICAL, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT;2019;3251498;;
74415;"OTHER SELF-PROPELLED WORKS TRUCKS, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS OF THE TYPE USED ON RAILWAY STATION PLATFORMS";2015;22219349;;
74415;"OTHER SELF-PROPELLED WORKS TRUCKS, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS OF THE TYPE USED ON RAILWAY STATION PLATFORMS";2016;13808528;;
74415;"OTHER SELF-PROPELLED WORKS TRUCKS, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS OF THE TYPE USED ON RAILWAY STATION PLATFORMS";2017;40878132;;
74415;"OTHER SELF-PROPELLED WORKS TRUCKS, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS OF THE TYPE USED ON RAILWAY STATION PLATFORMS";2018;29153835;;
74415;"OTHER SELF-PROPELLED WORKS TRUCKS, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS OF THE TYPE USED ON RAILWAY STATION PLATFORMS";2019;39708286;;
74419;PARTS OF THE TRUCKS AND TRACTORS OF HEADINGS 744.14 AND 744.15;2015;253397600;;
74419;PARTS OF THE TRUCKS AND TRACTORS OF HEADINGS 744.14 AND 744.15;2016;9808263;;
74419;PARTS OF THE TRUCKS AND TRACTORS OF HEADINGS 744.14 AND 744.15;2017;24157230;;
74419;PARTS OF THE TRUCKS AND TRACTORS OF HEADINGS 744.14 AND 744.15;2018;45631035;;
74419;PARTS OF THE TRUCKS AND TRACTORS OF HEADINGS 744.14 AND 744.15;2019;54989601;;
74421;PULLEY TACKLE AND HOISTS (OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES);2015;110760736;;
74421;PULLEY TACKLE AND HOISTS (OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES);2016;101157071;;
74421;PULLEY TACKLE AND HOISTS (OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES);2017;108511557;;
74421;PULLEY TACKLE AND HOISTS (OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES);2018;111259901;;
74421;PULLEY TACKLE AND HOISTS (OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES);2019;100540367;;
74425;"OTHER WINCHES; CAPSTANS";2015;79516406;;
74425;"OTHER WINCHES; CAPSTANS";2016;55534060;;
74425;"OTHER WINCHES; CAPSTANS";2017;78293541;;
74425;"OTHER WINCHES; CAPSTANS";2018;45999849;;
74425;"OTHER WINCHES; CAPSTANS";2019;79671238;;
74431;OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT;2015;18851390;;
74431;OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT;2016;0;;
74431;OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT;2017;73684607;;
74431;OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT;2018;27694715;;
74431;OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT;2019;981882;;
74432;MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS;2015;8043673;;
74432;MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS;2016;6221007;;
74432;MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS;2017;78260018;;
74432;MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS;2018;8113316;;
74432;MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS;2019;2410806;;
74433;OTHER OVERHEAD TRAVELLING CRANES, TRANSPORTER CRANES, GANTRY CRANES, BRIDGE CRANES AND OTHER MOBILE;2015;181386927;;
74433;OTHER OVERHEAD TRAVELLING CRANES, TRANSPORTER CRANES, GANTRY CRANES, BRIDGE CRANES AND OTHER MOBILE;2016;351295706;;
74433;OTHER OVERHEAD TRAVELLING CRANES, TRANSPORTER CRANES, GANTRY CRANES, BRIDGE CRANES AND OTHER MOBILE;2017;764042932;;
74433;OTHER OVERHEAD TRAVELLING CRANES, TRANSPORTER CRANES, GANTRY CRANES, BRIDGE CRANES AND OTHER MOBILE;2018;189396057;;
74433;OTHER OVERHEAD TRAVELLING CRANES, TRANSPORTER CRANES, GANTRY CRANES, BRIDGE CRANES AND OTHER MOBILE;2019;299992183;;
74434;TOWER CRANES;2015;195849220;;
74434;TOWER CRANES;2016;126046939;;
74434;TOWER CRANES;2017;84582817;;
74434;TOWER CRANES;2018;75942028;;
74434;TOWER CRANES;2019;62008134;;
74435;PORTAL OR PEDESTAL JIB CRANES;2015;2357830;;
74435;PORTAL OR PEDESTAL JIB CRANES;2016;46575048;;
74435;PORTAL OR PEDESTAL JIB CRANES;2017;80707;;
74435;PORTAL OR PEDESTAL JIB CRANES;2018;565863;;
74435;PORTAL OR PEDESTAL JIB CRANES;2019;4179658;;
74437;OTHER MACHINERY, SELF-PROPELLED;2015;220192455;;
74437;OTHER MACHINERY, SELF-PROPELLED;2016;260966912;;
74437;OTHER MACHINERY, SELF-PROPELLED;2017;344109936;;
74437;OTHER MACHINERY, SELF-PROPELLED;2018;207583046;;
74437;OTHER MACHINERY, SELF-PROPELLED;2019;92556769;;
74439;OTHER MACHINERY, NOT SELF-PROPELLED;2015;39153259;;
74439;OTHER MACHINERY, NOT SELF-PROPELLED;2016;43315319;;
74439;OTHER MACHINERY, NOT SELF-PROPELLED;2017;68463651;;
74439;OTHER MACHINERY, NOT SELF-PROPELLED;2018;53723552;;
74439;OTHER MACHINERY, NOT SELF-PROPELLED;2019;60488024;;
74441;BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES;2015;12456655;;
74441;BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES;2016;6988084;;
74441;BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES;2017;9924623;;
74441;BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES;2018;10315975;;
74441;BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES;2019;7008435;;
74443;OTHER JACKS AND HOISTS, HYDRAULIC;2015;93047962;;
74443;OTHER JACKS AND HOISTS, HYDRAULIC;2016;73786833;;
74443;OTHER JACKS AND HOISTS, HYDRAULIC;2017;79428844;;
74443;OTHER JACKS AND HOISTS, HYDRAULIC;2018;92548198;;
74443;OTHER JACKS AND HOISTS, HYDRAULIC;2019;73351539;;
74449;"JACKS; HOISTS OF A KIND USED FOR RAISING VEHICLES, OTHER";2015;81225205;;
74449;"JACKS; HOISTS OF A KIND USED FOR RAISING VEHICLES, OTHER";2016;21294921;;
74449;"JACKS; HOISTS OF A KIND USED FOR RAISING VEHICLES, OTHER";2017;37859826;;
74449;"JACKS; HOISTS OF A KIND USED FOR RAISING VEHICLES, OTHER";2018;26228644;;
74449;"JACKS; HOISTS OF A KIND USED FOR RAISING VEHICLES, OTHER";2019;35516504;;
74471;PNEUMATIC ELEVATORS AND CONVEYERS;2015;39422328;;
74471;PNEUMATIC ELEVATORS AND CONVEYERS;2016;67387622;;
74471;PNEUMATIC ELEVATORS AND CONVEYERS;2017;56976851;;
74471;PNEUMATIC ELEVATORS AND CONVEYERS;2018;109747647;;
74471;PNEUMATIC ELEVATORS AND CONVEYERS;2019;52175664;;
74472;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, SPECIALLY DESIGNED FOR UNDERGROUND USE;2015;525131;;
74472;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, SPECIALLY DESIGNED FOR UNDERGROUND USE;2016;212905;;
74472;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, SPECIALLY DESIGNED FOR UNDERGROUND USE;2017;4301986;;
74472;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, SPECIALLY DESIGNED FOR UNDERGROUND USE;2018;509306;;
74472;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, SPECIALLY DESIGNED FOR UNDERGROUND USE;2019;333716;;
74473;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET-TYPE;2015;18411072;;
74473;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET-TYPE;2016;17639772;;
74473;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET-TYPE;2017;13696207;;
74473;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET-TYPE;2018;132193800;;
74473;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET-TYPE;2019;7601550;;
74474;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT-TYPE;2015;83489730;;
74474;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT-TYPE;2016;123494460;;
74474;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT-TYPE;2017;116293379;;
74474;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT-TYPE;2018;218151952;;
74474;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT-TYPE;2019;151985019;;
74479;CONTINUOUS-ACTION ELEVATORS AND CONVEYERS FOR GOODS OR MATERIALS, N.E.S.;2015;190848614;;
74479;CONTINUOUS-ACTION ELEVATORS AND CONVEYERS FOR GOODS OR MATERIALS, N.E.S.;2016;253133019;;
74479;CONTINUOUS-ACTION ELEVATORS AND CONVEYERS FOR GOODS OR MATERIALS, N.E.S.;2017;327121553;;
74479;CONTINUOUS-ACTION ELEVATORS AND CONVEYERS FOR GOODS OR MATERIALS, N.E.S.;2018;286197467;;
74479;CONTINUOUS-ACTION ELEVATORS AND CONVEYERS FOR GOODS OR MATERIALS, N.E.S.;2019;134769511;;
74481;LIFTS AND SKIP HOISTS;2015;778280565;;
74481;LIFTS AND SKIP HOISTS;2016;769874642;;
74481;LIFTS AND SKIP HOISTS;2017;642943456;;
74481;LIFTS AND SKIP HOISTS;2018;635237043;;
74481;LIFTS AND SKIP HOISTS;2019;556853411;;
74485;ESCALATORS AND MOVING WALKWAYS;2015;201099379;;
74485;ESCALATORS AND MOVING WALKWAYS;2016;225005740;;
74485;ESCALATORS AND MOVING WALKWAYS;2017;94391014;;
74485;ESCALATORS AND MOVING WALKWAYS;2018;79517915;;
74485;ESCALATORS AND MOVING WALKWAYS;2019;112899151;;
74489;OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY;2015;362907233;;
74489;OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY;2016;223398608;;
74489;OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY;2017;274176897;;
74489;OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY;2018;425736641;;
74489;OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY;2019;339588874;;
74491;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF SUBGROUPS 744.2 AND 744.4;2015;40583430;;
74491;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF SUBGROUPS 744.2 AND 744.4;2016;50581734;;
74491;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF SUBGROUPS 744.2 AND 744.4;2017;63931791;;
74491;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF SUBGROUPS 744.2 AND 744.4;2018;44591611;;
74491;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF SUBGROUPS 744.2 AND 744.4;2019;36225341;;
74492;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF HEADINGS 744.11, 744.12 AND 744.13;2015;40987513;;
74492;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF HEADINGS 744.11, 744.12 AND 744.13;2016;42034734;;
74492;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF HEADINGS 744.11, 744.12 AND 744.13;2017;60663564;;
74492;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF HEADINGS 744.11, 744.12 AND 744.13;2018;73188341;;
74492;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF HEADINGS 744.11, 744.12 AND 744.13;2019;67643506;;
74493;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF LIFTS, SKIP HOISTS OR ESCALATORS;2015;158052693;;
74493;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF LIFTS, SKIP HOISTS OR ESCALATORS;2016;170436302;;
74493;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF LIFTS, SKIP HOISTS OR ESCALATORS;2017;241583228;;
74493;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF LIFTS, SKIP HOISTS OR ESCALATORS;2018;247989581;;
74493;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF LIFTS, SKIP HOISTS OR ESCALATORS;2019;273019883;;
74494;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY OF SUBGROUPS 744.7 AND 744.8;2015;219098246;;
74494;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY OF SUBGROUPS 744.7 AND 744.8;2016;235189748;;
74494;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY OF SUBGROUPS 744.7 AND 744.8;2017;390546208;;
74494;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY OF SUBGROUPS 744.7 AND 744.8;2018;501410773;;
74494;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY OF SUBGROUPS 744.7 AND 744.8;2019;308624009;;
74511;TOOLS FOR WORKING IN THE HAND, PNEUMATIC;2015;59337185;;
74511;TOOLS FOR WORKING IN THE HAND, PNEUMATIC;2016;64909367;;
74511;TOOLS FOR WORKING IN THE HAND, PNEUMATIC;2017;83859232;;
74511;TOOLS FOR WORKING IN THE HAND, PNEUMATIC;2018;72616160;;
74511;TOOLS FOR WORKING IN THE HAND, PNEUMATIC;2019;81524490;;
74512;TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED NON-ELECTRIC MOTOR;2015;150047761;;
74512;TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED NON-ELECTRIC MOTOR;2016;141502159;;
74512;TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED NON-ELECTRIC MOTOR;2017;156232932;;
74512;TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED NON-ELECTRIC MOTOR;2018;137643146;;
74512;TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED NON-ELECTRIC MOTOR;2019;151661043;;
74519;PARTS OF THE TOOLS OF SUBGROUP 745.1;2015;240720270;;
74519;PARTS OF THE TOOLS OF SUBGROUP 745.1;2016;209864544;;
74519;PARTS OF THE TOOLS OF SUBGROUP 745.1;2017;184320427;;
74519;PARTS OF THE TOOLS OF SUBGROUP 745.1;2018;168081723;;
74519;PARTS OF THE TOOLS OF SUBGROUP 745.1;2019;211508042;;
74521;DISHWASHING MACHINES (OTHER THAN HOUSEHOLD-TYPE);2015;22118961;;
74521;DISHWASHING MACHINES (OTHER THAN HOUSEHOLD-TYPE);2016;26469696;;
74521;DISHWASHING MACHINES (OTHER THAN HOUSEHOLD-TYPE);2017;24062050;;
74521;DISHWASHING MACHINES (OTHER THAN HOUSEHOLD-TYPE);2018;26318258;;
74521;DISHWASHING MACHINES (OTHER THAN HOUSEHOLD-TYPE);2019;22351381;;
74523;MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS;2015;13518566;;
74523;MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS;2016;9301032;;
74523;MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS;2017;17258637;;
74523;MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS;2018;8945325;;
74523;MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS;2019;6196009;;
74527;OTHER PACKING OR WRAPPING MACHINERY;2015;619072887;;
74527;OTHER PACKING OR WRAPPING MACHINERY;2016;596853350;;
74527;OTHER PACKING OR WRAPPING MACHINERY;2017;588576389;;
74527;OTHER PACKING OR WRAPPING MACHINERY;2018;607642103;;
74527;OTHER PACKING OR WRAPPING MACHINERY;2019;493490160;;
74529;PARTS OF THE MACHINERY OF SUBGROUP 745.2 AND HEADING 775.3;2015;103865551;;
74529;PARTS OF THE MACHINERY OF SUBGROUP 745.2 AND HEADING 775.3;2016;118830229;;
74529;PARTS OF THE MACHINERY OF SUBGROUP 745.2 AND HEADING 775.3;2017;159436334;;
74529;PARTS OF THE MACHINERY OF SUBGROUP 745.2 AND HEADING 775.3;2018;168500499;;
74529;PARTS OF THE MACHINERY OF SUBGROUP 745.2 AND HEADING 775.3;2019;116705279;;
74531;WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, PERSONAL WEIGHING-MACHINE;2015;177134224;;
74531;WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, PERSONAL WEIGHING-MACHINE;2016;83605334;;
74531;WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, PERSONAL WEIGHING-MACHINE;2017;72326556;;
74531;WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, PERSONAL WEIGHING-MACHINE;2018;92797641;;
74531;WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, PERSONAL WEIGHING-MACHINE;2019;77497161;;
74532;"PERSONAL WEIGHING-MACHINES (INCLUDING BABY SCALES); HOUSEHOLD SCALES";2015;15833460;;
74532;"PERSONAL WEIGHING-MACHINES (INCLUDING BABY SCALES); HOUSEHOLD SCALES";2016;17604824;;
74532;"PERSONAL WEIGHING-MACHINES (INCLUDING BABY SCALES); HOUSEHOLD SCALES";2017;159705378;;
74532;"PERSONAL WEIGHING-MACHINES (INCLUDING BABY SCALES); HOUSEHOLD SCALES";2018;20827730;;
74532;"PERSONAL WEIGHING-MACHINES (INCLUDING BABY SCALES); HOUSEHOLD SCALES";2019;19739383;;
74539;"WEIGHING-MACHINE WEIGHTS OF ALL KINDS; PARTS OF THE WEIGHING MACHINERY OF SUBGROUP 745.3";2015;33871580;;
74539;"WEIGHING-MACHINE WEIGHTS OF ALL KINDS; PARTS OF THE WEIGHING MACHINERY OF SUBGROUP 745.3";2016;30282999;;
74539;"WEIGHING-MACHINE WEIGHTS OF ALL KINDS; PARTS OF THE WEIGHING MACHINERY OF SUBGROUP 745.3";2017;36799546;;
74539;"WEIGHING-MACHINE WEIGHTS OF ALL KINDS; PARTS OF THE WEIGHING MACHINERY OF SUBGROUP 745.3";2018;36793733;;
74539;"WEIGHING-MACHINE WEIGHTS OF ALL KINDS; PARTS OF THE WEIGHING MACHINERY OF SUBGROUP 745.3";2019;24010956;;
74561;FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED;2015;31350140;;
74561;FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED;2016;25645754;;
74561;FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED;2017;45431442;;
74561;FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED;2018;41619454;;
74561;FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED;2019;46101252;;
74562;SPRAY-GUNS AND SIMILAR APPLIANCES;2015;68129516;;
